,phrase,label,sentiment,subjectivity,language,count
164,164,CARDINAL,,,en,1.3
Nashik,Nashik,NORP,,,en,1.3
6%,6%,PERCENT,,,en,1.3
the coming hours,the coming hours,TIME,,,en,1.3
Four,Four,CARDINAL,,,en,1.3
the fourth winter,the fourth winter,DATE,,,en,1.3
morning,morning,TIME,,,en,1.3
Indonesian,Indonesian,NORP,,,en,1.3
November 19,November 19,DATE,,,en,1.3
5.6,5.6,CARDINAL,,,en,1.3
around 5.6 to 5.7,around 5.6 to 5.7,CARDINAL,,,en,1.3
worst seasons in,worst seasons in,DATE,,,en,1.3
24 Hours,24 Hours,TIME,,,en,1.3
$40 Million,$40 Million,MONEY,,,en,1.3
Second,Second,ORDINAL,,,en,1.3
20 years,20 years,DATE,,,en,1.3
Tazmin Brits,Tazmin Brits,NORP,,,en,1.3
an extra night,an extra night,TIME,,,en,1.3
Türkiye,Türkiye,NORP,0.5,1.0,en,1.3
Turkmen,Turkmen,NORP,,,en,1.3
Amazon,Amazon,PRODUCT,,,en,1.3
December 3,December 3,DATE,,,en,1.3
"Wednesday, December 3","Wednesday, December 3",DATE,,,en,1.3
the Chocó-Darién rainforest,the Chocó-Darién rainforest,FAC,,,en,1.3
Between 40 and,Between 40 and,CARDINAL,,,en,1.3
-1.44%,-1.44%,PERCENT,,,en,1.3
-43,-43,CARDINAL,,,en,1.3
Southern,Southern,NORP,,,en,1.3
the week,the week,DATE,,,en,1.3
Hurricane Harvey,Hurricane Harvey,EVENT,,,en,1.3
early this morning,early this morning,TIME,,,en,1.3
-0.96%,-0.96%,PERCENT,,,en,1.3
97,97,CARDINAL,,,en,1.3
"more than 6,550","more than 6,550",CARDINAL,,,en,1.3
-0.10%,-0.10%,PERCENT,,,en,1.3
this weekend,this weekend,DATE,,,en,1.3
-0.40,-0.40,FAC,,,en,1.3
31C,31C,CARDINAL,,,en,1.3
centuries,centuries,DATE,,,en,1.3
weeks,weeks,DATE,,,en,1.3
Thousands,Thousands,CARDINAL,,,en,1.3
At Least 14,At Least 14,CARDINAL,,,en,1.2000000000000002
One,One,CARDINAL,,,en,1.2000000000000002
80%,80%,PERCENT,,,en,1.2000000000000002
third,third,ORDINAL,,,en,1.2000000000000002
2000,2000,DATE,,,en,1.2
a second day,a second day,DATE,,,en,1.2
its first four years,its first four years,DATE,,,en,1.2
thousands of hectares,thousands of hectares,QUANTITY,,,en,1.2
a Soft 7 or Heavy 8,a Soft 7 or Heavy 8,LAW,,,en,1.2
-1.27%,-1.27%,PERCENT,,,en,1.2
-1.56%,-1.56%,PERCENT,,,en,1.2
up to 40%,up to 40%,PERCENT,,,en,1.2
seven years,seven years,DATE,,,en,1.2
Thai,Thai,NORP,,,en,1.2
Samba,Samba,WORK_OF_ART,,,en,1.1
3,3,CARDINAL,,,en,1.1
Proposition 4,Proposition 4,LAW,,,en,1.1
Eighteen-year-old,Eighteen-year-old,DATE,,,en,1.1
$20 billion,$20 billion,MONEY,,,en,1.1
Balinese,Balinese,NORP,,,en,1.1
about 1845 to 1852,about 1845 to 1852,DATE,,,en,1.1
40 million,40 million,CARDINAL,,,en,1.1
2 years,2 years,DATE,,,en,1.1
over 5 cm,over 5 cm,QUANTITY,,,en,1.1
the past two years,the past two years,DATE,,,en,1.1
British,British,NORP,,,en,1.1
10,10,CARDINAL,,,en,1.1
20,20,CARDINAL,,,en,1.1
Last week,Last week,DATE,,,en,1.1
2.5,2.5,CARDINAL,,,en,1.1
an hour,an hour,TIME,,,en,1.1
1978,1978,DATE,,,en,1.1
Nineties,Nineties,DATE,,,en,1.1
75%,75%,PERCENT,,,en,1.1
the Air Itam Dam,the Air Itam Dam,FAC,,,en,1.1
just 10,just 10,CARDINAL,,,en,1.1
North American,North American,NORP,,,en,1.1
"More than 5,500","More than 5,500",CARDINAL,,,en,1.0
'Solar on Track','Solar on Track',WORK_OF_ART,,,en,1.0
August,August,DATE,,,en,1.0
Thanksgiving 2025,Thanksgiving 2025,DATE,,,en,1.0
$1.2 Billion,$1.2 Billion,MONEY,,,en,1.0
205,205,CARDINAL,,,en,1.0
+38899 chars,+38899 chars,WORK_OF_ART,,,en,1.0
March next year,March next year,DATE,,,en,1.0
"Friday, Nov. 14, 2025","Friday, Nov. 14, 2025",DATE,,,en,1.0
only one,only one,CARDINAL,,,en,1.0
every year in the decade through 2015,every year in the decade through 2015,DATE,,,en,1.0
September 2017,September 2017,DATE,,,en,1.0
12,12,CARDINAL,,,en,1.0
a record year,a record year,DATE,,,en,1.0
Virgin Media Park,Virgin Media Park,FAC,,,en,1.0
the previous days,the previous days,DATE,,,en,1.0
the previous day,the previous day,DATE,,,en,1.0
the next 24 hours,the next 24 hours,TIME,,,en,1.0
Democrats,Democrats,NORP,,,en,1.0
two-year,two-year,DATE,,,en,1.0
Deluxe Edition,Deluxe Edition,WORK_OF_ART,,,en,1.0
under winter,under winter,DATE,,,en,1.0
soyabeans,soyabeans,NORP,,,en,1.0
German,German,NORP,,,en,1.0
Roblox,Roblox,PRODUCT,,,en,1.0
'Varanasi'IND vs SA,'Varanasi'IND vs SA,WORK_OF_ART,,,en,1.0
22 years,22 years,DATE,,,en,1.0
248,248,CARDINAL,,,en,1.0
2024-25,2024-25,DATE,,,en,1.0
19,19,CARDINAL,,,en,1.0
the Friuli Venezia Giulia Region,the Friuli Venezia Giulia Region,FAC,,,en,1.0
7am,7am,TIME,,,en,1.0
morn,morn,TIME,,,en,1.0
up to 70 kilometers,up to 70 kilometers,QUANTITY,,,en,1.0
Flood Room,Flood Room,FAC,,,en,1.0
309,309,CARDINAL,,,en,1.0
+5958 chars,+5958 chars,WORK_OF_ART,,,en,1.0
11pm,11pm,TIME,,,en,1.0
November 23,November 23,DATE,,,en,1.0
the 24 hours ending on Tuesday morning,the 24 hours ending on Tuesday morning,TIME,,,en,1.0
"Wednesday, November 19, 2025","Wednesday, November 19, 2025",DATE,,,en,1.0
Ukrainian,Ukrainian,NORP,,,en,1.0
mos,mos,DATE,,,en,1.0
8-Foot,8-Foot,CARDINAL,,,en,1.0
de Mera IGF,de Mera IGF,NORP,,,en,1.0
Castilla-La Mancha,Castilla-La Mancha,FAC,,,en,1.0
the fourth Thursday of November,the fourth Thursday of November,DATE,,,en,1.0
season,season,DATE,,,en,1.0
"Thursday, Nov. 13","Thursday, Nov. 13",DATE,,,en,1.0
the first week of October,the first week of October,DATE,,,en,1.0
Americans,Americans,NORP,,,en,1.0
47.99 lakh tonnes,47.99 lakh tonnes,MONEY,,,en,1.0
the busiest holidays of the year,the busiest holidays of the year,DATE,,,en,1.0
Stranger Things’ Hits Macy’s Thanksgiving Parade,Stranger Things’ Hits Macy’s Thanksgiving Parade,WORK_OF_ART,,,en,1.0
just over two weeks,just over two weeks,DATE,,,en,1.0
Waikato,Waikato,NORP,,,en,1.0
"2,700","2,700",CARDINAL,,,en,1.0
+13446 chars,+13446 chars,WORK_OF_ART,,,en,1.0
June 1,June 1,DATE,,,en,1.0
Every Year,Every Year,DATE,,,en,1.0
the long Thanksgiving weekend,the long Thanksgiving weekend,DATE,,,en,1.0
early evening,early evening,TIME,,,en,1.0
Israeli,Israeli,NORP,,,en,1.0
2023,2023,DATE,,,en,1.0
Nov 21,Nov 21,DATE,,,en,1.0
Nov 2,Nov 2,DATE,,,en,1.0
Today,Today,DATE,,,en,1.0
"December 4, 2025","December 4, 2025",DATE,,,en,1.0
Dec 3,Dec 3,DATE,,,en,1.0
9pm,9pm,TIME,,,en,1.0
9 pm,9 pm,TIME,,,en,1.0
early Thursday,early Thursday,DATE,,,en,1.0
+2780,+2780,NORP,,,en,1.0
"December 3, 2025","December 3, 2025",DATE,,,en,1.0
"Abstract
Recurrent","Abstract
Recurrent",WORK_OF_ART,,,en,1.0
+46934,+46934,NORP,,,en,1.0
Delhi Airport,Delhi Airport,FAC,,,en,1.0
Epirus,Epirus,NORP,,,en,1.0
8am,8am,TIME,,,en,1.0
10 hours,10 hours,TIME,,,en,1.0
+2307,+2307,NORP,,,en,1.0
Tuesday afternoon,Tuesday afternoon,TIME,,,en,1.0
22 hours,22 hours,TIME,,,en,1.0
nights,nights,TIME,,,en,1.0
Monday morning,Monday morning,TIME,,,en,1.0
"December 2, 2025","December 2, 2025",DATE,,,en,1.0
Annual,Annual,DATE,,,en,1.0
Dec. 01,Dec. 01,DATE,,,en,1.0
Annual Meeting 2025 Highlights - Emerging Trends in Prophylactic or Therapeutic Strategies for the Management of Viral,Annual Meeting 2025 Highlights - Emerging Trends in Prophylactic or Therapeutic Strategies for the Management of Viral,EVENT,,,en,1.0
recent days,recent days,DATE,,,en,1.0
at least 954,at least 954,CARDINAL,,,en,1.0
"1,000","1,000",CARDINAL,,,en,1.0
29,29,CARDINAL,,,en,1.0
the summer season,the summer season,DATE,,,en,1.0
early-summer,early-summer,DATE,,,en,1.0
"today, Thursday","today, Thursday",DATE,,,en,1.0
"over 1,600","over 1,600",CARDINAL,,,en,1.0
"more than 1,600","more than 1,600",CARDINAL,,,en,1.0
"about 850,000","about 850,000",CARDINAL,,,en,1.0
every square metre,every square metre,QUANTITY,,,en,1.0
Cryptococcus,Cryptococcus,NORP,,,en,1.0
"December 11, 2025","December 11, 2025",DATE,,,en,1.0
Every day,Every day,DATE,,,en,1.0
Gazans,Gazans,NORP,,,en,1.0
all.</li><li>Hemp,all.</li><li>Hemp,MONEY,,,en,1.0
at least three,at least three,CARDINAL,,,en,1.0
more than seven centuries,more than seven centuries,DATE,,,en,1.0
"approximately 1,500 km2","approximately 1,500 km2",QUANTITY,,,en,1.0
last month,last month,DATE,,,en,1.0
+8158,+8158,NORP,,,en,1.0
the decade ahead,the decade ahead,DATE,,,en,1.0
last week's,last week's,DATE,,,en,1.0
761,761,CARDINAL,,,en,1.0
mid-November,mid-November,DATE,,,en,1.0
150 days,150 days,DATE,,,en,1.0
a few days,a few days,DATE,,,en,1.0
nearly 100mph,nearly 100mph,QUANTITY,,,en,1.0
"4,250","4,250",CARDINAL,,,en,1.0
Gabon,Gabon,NORP,,,en,1.0
Bambara,Bambara,PRODUCT,,,en,1.0
Around 2018,Around 2018,DATE,,,en,1.0
next few days,next few days,DATE,,,en,1.0
the last decade,the last decade,DATE,,,en,1.0
hundreds,hundreds,CARDINAL,,,en,1.0
the next few days,the next few days,DATE,,,en,1.0
Martian,Martian,NORP,,,en,1.0
My Fish’s,My Fish’s,PRODUCT,,,en,1.0
more than 800,more than 800,CARDINAL,,,en,1.0
218,218,CARDINAL,,,en,1.0
At least 212,At least 212,CARDINAL,,,en,1.0
-1.18%,-1.18%,PERCENT,,,en,1.0
"983,970","983,970",CARDINAL,,,en,1.0
the same period last year,the same period last year,DATE,,,en,1.0
52%,52%,PERCENT,,,en,1.0
August through October,August through October,DATE,,,en,1.0
about a third,about a third,CARDINAL,,,en,1.0
"5,370","5,370",CARDINAL,,,en,1.0
last Thursday,last Thursday,DATE,,,en,1.0
"398,645","398,645",CARDINAL,,,en,1.0
late Thursday,late Thursday,DATE,,,en,1.0
Last Friday,Last Friday,DATE,,,en,1.0
49%,49%,PERCENT,,,en,1.0
the week ended November 21,the week ended November 21,DATE,,,en,1.0
26.4 mm,26.4 mm,QUANTITY,,,en,1.0
leatherleaf mahonia,leatherleaf mahonia,FAC,,,en,1.0
70.7 million,70.7 million,CARDINAL,,,en,1.0
Bhogapuram International Airport,Bhogapuram International Airport,FAC,,,en,1.0
27 crore,27 crore,MONEY,,,en,1.0
Andhra,Andhra,NORP,0.0,0.0,en,1.0
THIS WEEK,THIS WEEK,DATE,,,en,1.0
1-2 mm,1-2 mm,QUANTITY,,,en,1.0
the Week:,the Week:,DATE,,,en,1.0
… Quote of the Week:,… Quote of the Week:,WORK_OF_ART,,,en,1.0
667,667,MONEY,,,en,1.0
+4312,+4312,NORP,,,en,1.0
"6,550","6,550",CARDINAL,,,en,1.0
400,400,CARDINAL,,,en,1.0
13,13,CARDINAL,,,en,1.0
"About 4,000","About 4,000",CARDINAL,,,en,1.0
last Wednesday,last Wednesday,DATE,,,en,1.0
47.2 million,47.2 million,CARDINAL,,,en,1.0
Asian,Asian,NORP,,,en,1.0
74,74,CARDINAL,,,en,1.0
800,800,CARDINAL,,,en,1.0
Hundreds,Hundreds,CARDINAL,,,en,1.0
+3292 chars,+3292 chars,WORK_OF_ART,,,en,1.0
10 am,10 am,TIME,,,en,1.0
the next three hours,the next three hours,TIME,,,en,1.0
next 3 hours,next 3 hours,TIME,,,en,1.0
over two decades,over two decades,DATE,,,en,1.0
countrys,countrys,NORP,,,en,1.0
20 Years,20 Years,DATE,,,en,1.0
Australias,Australias,NORP,,,en,1.0
"5,000 metres","5,000 metres",QUANTITY,,,en,1.0
COLOMBO,COLOMBO,WORK_OF_ART,0.04358974358974357,0.32820512820512815,en,1.0
the next 12 hours,the next 12 hours,TIME,,,en,1.0
at least 74,at least 74,CARDINAL,,,en,1.0
Anglo American,Anglo American,NORP,,,en,1.0
35,35,CARDINAL,,,en,1.0
the next 48 hours,the next 48 hours,TIME,,,en,1.0
6 AM Update,6 AM Update,TIME,,,en,1.0
+3969,+3969,NORP,,,en,1.0
112 h,112 h,QUANTITY,,,en,1.0
189%,189%,PERCENT,,,en,1.0
98%,98%,PERCENT,,,en,1.0
the Egina Gold Camp,the Egina Gold Camp,EVENT,,,en,1.0
106668,106668,DATE,,,en,1.0
Europeans,Europeans,NORP,,,en,1.0
this winter,this winter,DATE,,,en,1.0
four-week,four-week,DATE,,,en,1.0
South American,South American,NORP,,,en,1.0
1.3 x 2.5 km,1.3 x 2.5 km,QUANTITY,,,en,1.0
2.6,2.6,CARDINAL,,,en,1.0
7/10,7/10,CARDINAL,,,en,1.0
Romans,Romans,NORP,,,en,1.0
nine years,nine years,DATE,,,en,1.0
"the past 4,000 years","the past 4,000 years",DATE,,,en,1.0
"4,000 years","4,000 years",DATE,,,en,1.0
Edmontosaurus,Edmontosaurus,PRODUCT,,,en,1.0
More than a century ago,More than a century ago,DATE,,,en,1.0
+5759 chars,+5759 chars,WORK_OF_ART,,,en,1.0
50km,50km,QUANTITY,,,en,1.0
October 23,October 23,DATE,,,en,1.0
"2,160","2,160",CARDINAL,,,en,1.0
40,40,CARDINAL,,,en,1.0
two years,two years,DATE,,,en,1.0
1995,1995,DATE,,,en,1.0
The Golden Compasswas,The Golden Compasswas,WORK_OF_ART,,,en,1.0
4,4,CARDINAL,,,en,1.0
the recent past,the recent past,DATE,,,en,1.0
+2094 chars,+2094 chars,WORK_OF_ART,,,en,1.0
September,September,DATE,,,en,1.0
nearly six,nearly six,CARDINAL,,,en,1.0
Sept,Sept,DATE,,,en,1.0
World Cup,World Cup,EVENT,,,en,1.0
232,232,CARDINAL,,,en,1.0
2017,2017,DATE,,,en,1.0
Eight years,Eight years,DATE,,,en,1.0
"100,000x","100,000x",CARDINAL,,,en,1.0
1843,1843,DATE,,,en,1.0
Untappd,Untappd,FAC,,,en,1.0
Himalayan,Himalayan,NORP,,,en,1.0
+15392,+15392,NORP,,,en,1.0
Mount Vesuvius,Mount Vesuvius,FAC,-0.06666666666666667,0.5666666666666667,en,1.0
10:30 a.m.,10:30 a.m.,TIME,,,en,1.0
Dozens,Dozens,CARDINAL,,,en,1.0
2024,2024,DATE,,,en,1.0
$388 billion,$388 billion,MONEY,,,en,1.0
same period last years,same period last years,DATE,,,en,1.0
2.74 per cent,2.74 per cent,MONEY,,,en,1.0
October 24,October 24,DATE,,,en,1.0
about 4.5 lakh hectares,about 4.5 lakh hectares,QUANTITY,,,en,1.0
4.5 lakh,4.5 lakh,MONEY,,,en,1.0
15 years,15 years,DATE,,,en,1.0
Levantine Arabic,Levantine Arabic,NORP,,,en,1.0
13 minutes,13 minutes,TIME,,,en,1.0
| October 28,| October 28,DATE,,,en,1.0
Holcim Foundation Awards,Holcim Foundation Awards,EVENT,,,en,1.0
Nirvana,Nirvana,PRODUCT,,,en,1.0
Pixies,Pixies,PRODUCT,,,en,1.0
Hurricane Melissa,Hurricane Melissa,EVENT,,,en,1.0
"1,2","1,2",CARDINAL,,,en,1.0
This month,This month,DATE,,,en,1.0
"Introduction



Climate","Introduction



Climate",LAW,,,en,1.0
under 5,under 5,DATE,,,en,1.0
the India M,the India M,FAC,,,en,1.0
the next two days,the next two days,DATE,,,en,1.0
Cameroonian,Cameroonian,NORP,,,en,1.0
38 degrees,38 degrees,QUANTITY,,,en,1.0
38,38,CARDINAL,,,en,1.0
October 28,October 28,DATE,,,en,1.0
Air Itam Dam,Air Itam Dam,FAC,,,en,1.0
just a few hours,just a few hours,TIME,,,en,1.0
Bengalis,Bengalis,NORP,,,en,1.0
"Sept. 23, days","Sept. 23, days",DATE,,,en,1.0
A Guardian and a Thief,A Guardian and a Thief,WORK_OF_ART,,,en,1.0
a couple hundred,a couple hundred,CARDINAL,,,en,1.0
+16569,+16569,NORP,,,en,1.0
900 square kilometres,900 square kilometres,QUANTITY,,,en,1.0
2019,2019,DATE,,,en,1.0
Oct. 15,Oct. 15,DATE,,,en,1.0
1992,1992,DATE,,,en,1.0
next year,next year,DATE,,,en,1.0
last week,last week,DATE,,,en,1.0
I Want to See If People Are Still Interested,I Want to See If People Are Still Interested,WORK_OF_ART,,,en,1.0
the year,the year,DATE,,,en,1.0
Ten,Ten,CARDINAL,,,en,1.0
Women's World Cup,Women's World Cup,EVENT,,,en,1.0
258,258,CARDINAL,,,en,1.0
half-century,half-century,DATE,,,en,1.0
fifty,fifty,CARDINAL,,,en,1.0
"Oct 14, 2025","Oct 14, 2025",DATE,,,en,1.0
30–40 km,30–40 km,QUANTITY,,,en,1.0
Oct 18,Oct 18,DATE,,,en,1.0
a third,a third,CARDINAL,,,en,1.0
Almost three-quarters,Almost three-quarters,CARDINAL,,,en,1.0
this century,this century,DATE,,,en,1.0
Three-quarters,Three-quarters,DATE,,,en,1.0
zero,zero,CARDINAL,,,en,1.0
'day,'day,DATE,,,en,1.0
late Monday,late Monday,DATE,,,en,1.0
February 2026,February 2026,DATE,,,en,1.0
the first half of December this year,the first half of December this year,DATE,,,en,1.0
September 2025,September 2025,DATE,,,en,1.0
04:00:13,04:00:13,PRODUCT,,,en,1.0
2025-10-06,2025-10-06,DATE,,,en,1.0
'Flying Rivers' Are Faltering,'Flying Rivers' Are Faltering,WORK_OF_ART,,,en,1.0
09:30,09:30,CARDINAL,,,en,1.0
"Sunday, October 5","Sunday, October 5",DATE,,,en,1.0
Flood Action Week,Flood Action Week,EVENT,,,en,1.0
13 19 October,13 19 October,DATE,,,en,1.0
Spherical Cocoon Havens,Spherical Cocoon Havens,PRODUCT,,,en,1.0
17 October,17 October,DATE,,,en,1.0
8mm per hour,8mm per hour,QUANTITY,,,en,1.0
90km/h,90km/h,QUANTITY,,,en,1.0
+5854 chars,+5854 chars,WORK_OF_ART,,,en,1.0
Predicts Thanksgiving Weather for 2025,Predicts Thanksgiving Weather for 2025,WORK_OF_ART,,,en,1.0
News</li,News</li,PRODUCT,,,en,1.0
50+ mph,50+ mph,QUANTITY,,,en,1.0
Week 7,Week 7,DATE,,,en,1.0
this evening,this evening,TIME,,,en,1.0
Brits,Brits,NORP,,,en,1.0
weekly,weekly,DATE,,,en,1.0
This week,This week,DATE,,,en,1.0
10/15-10/21,10/15-10/21,CARDINAL,,,en,1.0
the R. Premadasa International Cricket Stadium,the R. Premadasa International Cricket Stadium,FAC,,,en,1.0
Womens ODI World Cup 2025,Womens ODI World Cup 2025,EVENT,,,en,1.0
+2242,+2242,CARDINAL,,,en,1.0
World Cup 2025,World Cup 2025,EVENT,,,en,1.0
the last year,the last year,DATE,,,en,1.0
80 per cent,80 per cent,MONEY,,,en,1.0
September 15 to September 27,September 15 to September 27,DATE,,,en,1.0
45,45,CARDINAL,,,en,1.0
last year,last year,DATE,,,en,1.0
Year,Year,DATE,,,en,1.0
the Year,the Year,DATE,,,en,1.0
Going Digital Awards,Going Digital Awards,EVENT,,,en,1.0
the JN Stadium,the JN Stadium,FAC,,,en,1.0
the days,the days,DATE,,,en,1.0
a second straight day,a second straight day,DATE,,,en,1.0
+7647 chars,+7647 chars,WORK_OF_ART,,,en,1.0
4.38 lakh,4.38 lakh,MONEY,,,en,1.0
Nearly 900 square kilometres,Nearly 900 square kilometres,QUANTITY,,,en,1.0
12am to 6pm,12am to 6pm,TIME,,,en,1.0
97%,97%,PERCENT,,,en,1.0
BMW M2 CS lo,BMW M2 CS lo,PRODUCT,,,en,1.0
First,First,ORDINAL,,,en,1.0
Came Alive,Came Alive,WORK_OF_ART,,,en,1.0
the Rain,the Rain,WORK_OF_ART,,,en,1.0
BMW M2 CS,BMW M2 CS,PRODUCT,,,en,1.0
the next two decades,the next two decades,DATE,,,en,1.0
+40763 chars,+40763 chars,WORK_OF_ART,,,en,1.0
Host Thanksgiving,Host Thanksgiving,EVENT,,,en,1.0
+4848,+4848,NORP,,,en,1.0
balmy nights,balmy nights,DATE,,,en,1.0
The last month of spring,The last month of spring,DATE,,,en,1.0
445.3mm,445.3mm,QUANTITY,,,en,1.0
Nov 4,Nov 4,DATE,,,en,1.0
Oct 24,Oct 24,DATE,,,en,1.0
Nov. 04,Nov. 04,DATE,,,en,1.0
12.4%,12.4%,PERCENT,,,en,1.0
USD 1.70 billion,USD 1.70 billion,MONEY,,,en,1.0
USD 3.06 billion,USD 3.06 billion,MONEY,,,en,1.0
$3.06 Billion,$3.06 Billion,MONEY,,,en,1.0
this harvest season,this harvest season,DATE,,,en,1.0
