index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote,de,en,la,added
41dc5c6cabea07f3efd84c14e8c7e76d,2026-08-01T18:51:24Z,'waterlogged',timesofindia.indiatimes.com,en,0.9,Central Gujarat reels under monsoon fury; four-year-old girl’s body found,"Central Gujarat rains: 4-year-old swept away in Chhota Udepur found dead; Anand closes five waterlogged roads; Dahod releases Hadaf dam water, alerts villages.",https://timesofindia.indiatimes.com/city/vadodara/central-gujarat-reels-under-monsoon-fury-four-year-old-girls-body-found/articleshow/132796035.cms,"https://static.toiimg.com/thumb/msid-132796031,width-1280,height-720,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",http://web.archive.org/web/20260802002211/https://timesofindia.indiatimes.com/city/vadodara/central-gujarat-reels-under-monsoon-fury-four-year-old-girls-body-found/articleshow/132796035.cms,"Follow Us On Social Media
Cyber police register 10 FIRs against mule bank account holders in 10 daysPeople given shock treatment through big EB bills: DMK MLATeams of food security department raid 7… [+1203 chars]",,"Zentral-Gujarat schwankt unter der Monsunwut; Leiche eines vierjährigen Mädchens gefunden. Regenfälle in Zentral-Gujarat: 4-Jähriger in Chhota Udepur weggeschwemmt, tot aufgefunden; Anand sperrt fünf überschwemmte Straßen; Dahod lässt Wasser aus dem Hadaf-Staudamm frei und alarmiert Dörfer.","Central Gujarat reels under monsoon fury; four-year-old girl’s body found. Central Gujarat rains: 4-year-old swept away in Chhota Udepur found dead; Anand closes five waterlogged roads; Dahod releases Hadaf dam water, alerts villages.","Gujarat Centralis sub ETESIA furore agitatur; corpus puellae quattuor annorum inventum est. Gujarat Central pluit: 4 annorum rapitur in Chhota Udepur mortuus inventus; Anand claudit umorum quinque viarum; Dahod Hadaf matrem aquam dimittit, villas summisit.",2026-08-02 20:32:53+00:00
79438d615034b2d9a3062f13d814fbc4,2026-08-01T18:49:25Z,'rainwater harvesting',timesofindia.indiatimes.com,en,0.9,"In a first, Ahmedabad gets a bus stop built around tree","Ahmedabad AMC launches first tree-integrated green bus shelter at Acher AMTS station, using climbers, recycled C&D waste, LED lighting and rainwater harvesting.",https://timesofindia.indiatimes.com/city/ahmedabad/in-a-first-ahmedabad-gets-a-bus-stop-built-around-tree/articleshow/132795998.cms,"https://static.toiimg.com/thumb/msid-132795997,width-1280,height-720,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",http://web.archive.org/web/20260802044603/https://timesofindia.indiatimes.com/city/ahmedabad/in-a-first-ahmedabad-gets-a-bus-stop-built-around-tree/articleshow/132795998.cms,"Follow Us On Social Media
Cyber police register 10 FIRs against mule bank account holders in 10 daysPeople given shock treatment through big EB bills: DMK MLATeams of food security department raid 7… [+1203 chars]",,"Zum ersten Mal erhält Ahmedabad eine Bushaltestelle, die um einen Baum herum gebaut ist. Ahmedabad AMC stellt am Bahnhof Acher AMTS die erste in Bäume integrierte grüne Bushaltestelle vor, die Kletterpflanzen, recycelten Bau- und Abbruchabfall, LED-Beleuchtung und Regenwassernutzung nutzt.","In a first, Ahmedabad gets a bus stop built around tree. Ahmedabad AMC launches first tree-integrated green bus shelter at Acher AMTS station, using climbers, recycled C&D waste, LED lighting and rainwater harvesting.","In prima, Ahmedabad stationem accipit circa arborem aedificatam. Ahmedabad AMC primam arborem integratam viridi bus tegimen in statione Acher AMTS immittit, utens viverra tellus, REDIVIVUS C&D vastum, ducitur accendit et metis pluvialibus.",2026-08-03 05:59:25+00:00
c45724fcac309628f559be275274535c,2026-08-02T02:38:50Z,'flood-borne diseases',www.lifesciencesworld.com,en,0.8,Can squirrels get distemper?,"Can Squirrels Get Distemper? Unraveling the Rodent Disease Mystery Can squirrels get distemper? While squirrels aren’t typically susceptible to canine distemper, they can contract other diseases with similar symptoms. This article explores rodent health conce…",https://www.lifesciencesworld.com/can-squirrels-get-distemper/,,,"Can Squirrels Get Distemper? Unraveling the Rodent Disease Mystery
Can squirrels get distemper?While squirrels aren’t typically susceptible to canine distemper, they can contract other diseases with… [+10828 chars]",,"Können Eichhörnchen Staupe bekommen? Können Eichhörnchen Staupe bekommen? Das Rätsel um die Nagetierkrankheit aufklären Können Eichhörnchen Staupe bekommen? Während Eichhörnchen normalerweise nicht anfällig für Staupe sind, können sie sich mit anderen Krankheiten mit ähnlichen Symptomen infizieren. In diesem Artikel werden die gesundheitlichen Auswirkungen von Nagetieren untersucht.","Can squirrels get distemper?. Can Squirrels Get Distemper? Unraveling the Rodent Disease Mystery Can squirrels get distemper? While squirrels aren’t typically susceptible to canine distemper, they can contract other diseases with similar symptoms. This article explores rodent health conce…","Potest sciuri egritudo ?. Can sciuri Get Disemper? Rodent Morbus Mysterium retexere Can sciuri morbos? Dum sciuri typice morbos canini non habent, alios morbos similibus symptomatibus contrahere possunt. Articulus iste rodent salutem conce…",2026-08-05 10:15:25+00:00
0a3e366140f3125e60de708bb86c26ee,2026-08-02T04:08:33Z,'fungal infections',www.lifesciencesworld.com,en,0.8,Do ferrets carry diseases?,"Do Ferrets Carry Diseases? Unveiling the Truth About Ferret Health Do ferrets carry diseases? Yes, ferrets, like all animals, can carry diseases that may be transmissible to humans, known as zoonotic diseases, but responsible ownership and preventative care s…",https://www.lifesciencesworld.com/do-ferrets-carry-diseases/,,,"Do ferrets carry diseases? Yes, ferrets, like all animals, can carry diseases that may be transmissible to humans, known as zoonotic diseases, but responsible ownership and preventative care signific… [+7916 chars]",,"Übertragen Frettchen Krankheiten? Übertragen Frettchen Krankheiten? Enthüllung der Wahrheit über die Gesundheit von Frettchen Übertragen Frettchen Krankheiten? Ja, Frettchen können, wie alle Tiere, Krankheiten übertragen, die auf den Menschen übertragbar sind, sogenannte zoonotische Krankheiten, aber verantwortungsvolle Haltung und vorbeugende Pflege sind wichtig.","Do ferrets carry diseases?. Do Ferrets Carry Diseases? Unveiling the Truth About Ferret Health Do ferrets carry diseases? Yes, ferrets, like all animals, can carry diseases that may be transmissible to humans, known as zoonotic diseases, but responsible ownership and preventative care s…","An morbi ferrets portant? Do Ferrets Carry Morbis? Veritatem detegere de Ferret Health Do ferres morbos portant? Ita ferrets, sicut omnia animalia, morbos ferre possunt qui hominibus transmittendis, qui morbis zoonoticis noti sunt, sed responsales dominii et cura praeventiva s…",2026-08-05 10:15:25+00:00
c05f4d122f5c0a86bccaeb57a89353d8,2026-08-02T06:56:23Z,'flood-borne diseases',www.lifesciencesworld.com,en,0.8,Are bats a danger to humans?,"Are Bats a Danger to Humans? While bats play a vital role in our ecosystem, they can pose risks. The answer to “Are bats a danger to humans?” is a qualified yes: Bats are potential carriers of diseases like rabies and histoplasmosis, but the risk of contracti…",https://www.lifesciencesworld.com/are-bats-a-danger-to-humans/,,,"Are Bats a Danger to Humans?
While bats play a vital role in our ecosystem, they can pose risks. The answer to “Are bats a danger to humans?” is a qualified yes: Bats are potential carriers of disea… [+9397 chars]",,"Sind Fledermäuse eine Gefahr für den Menschen? Sind Fledermäuse eine Gefahr für den Menschen? Obwohl Fledermäuse eine wichtige Rolle in unserem Ökosystem spielen, können sie Risiken darstellen. Die Antwort auf „Sind Fledermäuse eine Gefahr für den Menschen?“ ist ein qualifiziertes Ja: Fledermäuse sind potenzielle Überträger von Krankheiten wie Tollwut und Histoplasmose, aber das Risiko einer Ansteckung…","Are bats a danger to humans?. Are Bats a Danger to Humans? While bats play a vital role in our ecosystem, they can pose risks. The answer to “Are bats a danger to humans?” is a qualified yes: Bats are potential carriers of diseases like rabies and histoplasmosis, but the risk of contracti…","Suntne vespertiliones hominibus periculum?. Suntne vespertiliones periculum hominibus? Dum vespertiliones in nostra oecosystematis munere vitali exercent, pericula praebere possunt. Responsum est ""Numquid vespertiliones hominibus periculum sunt?"" Vespertiliones est secundum quid sic: Vespertiliones sunt potential portatores morborum sicut rabies et histoplasmosis, sed periculum contracti…",2026-08-05 10:15:25+00:00
1eeefa600f10f8f13a0c95d552368ef1,2026-08-02T08:40:26Z,'flood-borne diseases',www.lifesciencesworld.com,en,0.8,Do octopus get sick?,"Do Octopus Get Sick? Understanding Cephalopod Health Yes, like all living creatures, octopuses can get sick. While our understanding of octopus diseases is still evolving, research reveals they are susceptible to various ailments, ranging from infections to p…",https://www.lifesciencesworld.com/do-octopus-get-sick/,,,"Yes, like all living creatures, octopuses can get sick. While our understanding of octopus diseases is still evolving, research reveals they are susceptible to various ailments, ranging from infectio… [+8072 chars]",,"Werden Oktopusse krank? Werden Oktopusse krank? Die Gesundheit von Kopffüßern verstehen Ja, Kraken können wie alle Lebewesen krank werden. Während sich unser Verständnis von Krakenkrankheiten noch weiterentwickelt, zeigt die Forschung, dass sie anfällig für verschiedene Krankheiten sind, die von Infektionen bis hin zu …","Do octopus get sick?. Do Octopus Get Sick? Understanding Cephalopod Health Yes, like all living creatures, octopuses can get sick. While our understanding of octopus diseases is still evolving, research reveals they are susceptible to various ailments, ranging from infections to p…","Fac polypus male? Fac Octopus Get Infirmum? Cephalopod Salus Intellegenda Ita, sicut omnia animalia, polypusae aegrotare possunt. Dum intellectus morborum polyporum adhuc evolvitur, investigatio manifestat se obnoxios esse variis aegritudinibus, ab infectionibus usque ad p…",2026-08-05 10:15:25+00:00
07d7f99ab44134aa97fa3112421d86fc,2026-08-04T03:18:35Z,'flood-borne diseases',www.lifesciencesworld.com,en,0.8,What diseases can chinchillas pass to humans?,"What Diseases Can Chinchillas Pass to Humans? Chinchillas, with their luxuriously soft fur and charming personalities, make delightful pets, but it’s crucial to understand the potential health risks. Chinchillas can, though rarely, transmit diseases to humans…",https://www.lifesciencesworld.com/what-diseases-can-chinchillas-pass-to-humans/,,,"What Diseases Can Chinchillas Pass to Humans?
Chinchillas, with their luxuriously soft fur and charming personalities, make delightful pets, but its crucial to understand the potential health risks.… [+9544 chars]",,"Welche Krankheiten können Chinchillas auf den Menschen übertragen? Welche Krankheiten können Chinchillas auf den Menschen übertragen? Chinchillas sind mit ihrem luxuriös weichen Fell und ihrem charmanten Charakter entzückende Haustiere, aber es ist wichtig, die potenziellen Gesundheitsrisiken zu verstehen. Chinchillas können, wenn auch selten, Krankheiten auf den Menschen übertragen…","What diseases can chinchillas pass to humans?. What Diseases Can Chinchillas Pass to Humans? Chinchillas, with their luxuriously soft fur and charming personalities, make delightful pets, but it’s crucial to understand the potential health risks. Chinchillas can, though rarely, transmit diseases to humans…","Quid morbi chinchillas ad homines transire possunt? Quibus morbis Chinchillas transire ad homines potest? Chinchillas, cum molles pellium et amoenitates suas amoenitates, delicias faciunt, sed periculum salutis potentialis intelligere crucialit. Chinchillas morbos ad homines transmittere non potest, sed raro.",2026-08-05 10:15:25+00:00
2ba9aa0bd090dd1c43eaf0eca748db71,2026-08-01T18:51:52Z,'fungal infections',timesofindia.indiatimes.com,en,0.9,"Chest coughs, ticks, fungal infections see a sharp uptick among pets this monsoon","Pune monsoon humidity drives rise in pet fungal skin and ear infections, ticks, fleas and chest coughs; vets report 20–30% increase and advise drying and grooming.",https://timesofindia.indiatimes.com/city/pune/chest-coughs-ticks-fungal-infections-see-a-sharp-uptick-among-pets-this-monsoon/articleshow/132796041.cms,"https://static.toiimg.com/thumb/msid-132796040,width-1280,height-720,resizemode-6,overlay-toi_sw,pt-32,y_pad-600/photo.jpg",http://web.archive.org/web/20260802005952/https://timesofindia.indiatimes.com/city/pune/chest-coughs-ticks-fungal-infections-see-a-sharp-uptick-among-pets-this-monsoon/articleshow/132796041.cms,"Follow Us On Social Media
Cyber police register 10 FIRs against mule bank account holders in 10 daysPeople given shock treatment through big EB bills: DMK MLATeams of food security department raid 7… [+1203 chars]",,"Brusthusten, Zecken- und Pilzinfektionen verzeichnen in diesem Monsun einen starken Anstieg bei Haustieren. Die Monsunfeuchtigkeit in Pune führt zu einem Anstieg von Pilzinfektionen der Haut und der Ohren bei Haustieren, Zecken, Flöhen und Brusthusten. Tierärzte berichten von einem Anstieg um 20–30 % und raten zum Trocknen und Pflegen.","Chest coughs, ticks, fungal infections see a sharp uptick among pets this monsoon. Pune monsoon humidity drives rise in pet fungal skin and ear infections, ticks, fleas and chest coughs; vets report 20–30% increase and advise drying and grooming.","Pectus tussis, ricini, infectiones fungales acutam upticulum inter curas hoc monsoon vident. Humor pune monsoon pellit oriri in pet fungali cutis et aurium infectiones, ricini, pulices et tussis pectoris; vets referre 20-30% auget et moneo siccitates et nitido.",2026-08-05 10:15:25+00:00
e44210225dc462cbce6e4d97b2e82e9d,2026-08-02T06:17:03Z,'fungal infections',www.lifesciencesworld.com,en,0.9,Can a hedgehog make you sick?,"Can a Hedgehog Make You Sick? A Comprehensive Guide to Hedgehog-Related Health Risks Yes, hedgehogs can potentially make you sick. While adorable, they can carry and transmit various bacteria, parasites, and fungal infections, posing a health risk to humans, …",https://www.lifesciencesworld.com/can-a-hedgehog-make-you-sick/,,,"Yes, hedgehogs can potentially make you sick. While adorable, they can carry and transmit various bacteria, parasites, and fungal infections, posing a health risk to humans, especially children, preg… [+8021 chars]",,"Kann ein Igel krank machen? Kann ein Igel krank machen? Ein umfassender Leitfaden zu Gesundheitsrisiken im Zusammenhang mit Igeln Ja, Igel können Sie möglicherweise krank machen. Obwohl sie bezaubernd sind, können sie verschiedene Bakterien, Parasiten und Pilzinfektionen in sich tragen und übertragen, was ein Gesundheitsrisiko für den Menschen darstellt …","Can a hedgehog make you sick?. Can a Hedgehog Make You Sick? A Comprehensive Guide to Hedgehog-Related Health Risks Yes, hedgehogs can potentially make you sick. While adorable, they can carry and transmit various bacteria, parasites, and fungal infections, posing a health risk to humans, …","Numquid potest ericius facere vos infirmos? Potest ericius facere infirmos? A Guide ad Hedgehog-Related Health Pericula Imo, erinacei potenter te infirmum facere possunt. Dum adorabilis, varias bacteria, parasitos, contagiones fungalos ferre ac transmittere possunt, periculum salutis hominibus ponens, ...",2026-08-05 10:15:25+00:00
535b6221ee143fcb7fc4d347848b6bd4,2026-08-03T05:21:32Z,'wet harvest',www.lifesciencesworld.com,en,0.3,Are chinchillas sensitive to water?,"Are Chinchillas Sensitive to Water? The Definitive Guide Chinchillas are exceptionally sensitive to water. Due to their dense fur, getting wet can lead to serious health problems, making traditional bathing incredibly risky for these adorable rodents. Introdu…",https://www.lifesciencesworld.com/are-chinchillas-sensitive-to-water/,,,"Chinchillas are exceptionally sensitive to water.Due to their dense fur, getting wet can lead to serious health problems, making traditional bathing incredibly risky for these adorable rodents.
Intr… [+9366 chars]",,"Sind Chinchillas wasserempfindlich? Sind Chinchillas wasserempfindlich? Chinchillas reagieren außerordentlich empfindlich auf Wasser. Aufgrund ihres dichten Fells kann Nässe zu ernsthaften Gesundheitsproblemen führen, was das traditionelle Baden für diese entzückenden Nagetiere äußerst riskant macht. Einführung…","Are chinchillas sensitive to water?. Are Chinchillas Sensitive to Water? The Definitive Guide Chinchillas are exceptionally sensitive to water. Due to their dense fur, getting wet can lead to serious health problems, making traditional bathing incredibly risky for these adorable rodents. Introdu…","Suntne chinchillas sensitiva ad aquam ?. Suntne Chinchillas sensitivas ad aquam? Definitive Guide Chinchillas praecipue aquae sensitivae sunt. Ob densum pilum suum, questus madens ad gravia problemata sanitatis ducere potest, quod incredibile est periculosum pro istis adorandis rodentibus traditum lavantem. Introdu…",2026-08-07 00:49:37+00:00
